ID,Name,Nationality,Age,Team,Contract_Period,Height_cm,Weight_kg,Positions,BP,foot,↓OVA,POT,Player_Tier,Growth,Value_Eur,Wage_Eur,Release_Clause_Eur,Offensive_Score,Total Stats,Base Stats,Hits
197774,Conor McAleny,England,27,Oldham Athletic,2020 ~ 2021,177.8,66.2,ST,RW,Right,62,62,Fodder,0,325000.0,3000.0,569000.0,295.5,1569,332,"
8"
226190,Zhe Shi,China PR,27,Qingdao Huanghai F.C.,2016 ~ 2021,170.2,66.2,LB CDM,LB,Left,62,63,Fodder,1,300000.0,3000.0,488000.0,251.5,1593,354,"
2"
239502,William Bianda,France,20,SV Zulte-Waregem,2018 ~ 2023,185.4,82.1,CB,CB,Left,62,72,Starter,10,450000.0,2000.0,765000.0,200.0,1372,294,"
14"
254350,Juan Lara,Ecuador,31,El Nacional,2019 ~ 2024,188.0,76.2,CB,CB,Right,62,62,Fodder,0,230000.0,500.0,495000.0,259.5,1626,340,"
1"
256398,Parfait Bizoza,Burundi,21,Aalesunds FK,2020 ~ 2022,185.4,74.8,CDM CM,CB,Right,62,73,Starter,11,475000.0,600.0,689000.0,243.0,1594,352,"
5"
198543,Aaron Greene,Republic of Ireland,30,Shamrock Rovers,2018 ~ 2020,177.8,78.9,ST LM,ST,Left,62,62,Fodder,0,300000.0,850.0,465000.0,282.0,1649,364,"
2"
222351,Jing Luo,China PR,26,Jiangsu Suning FC,2019 ~ 2022,180.3,72.1,LM RM ST,ST,Right,62,63,Fodder,1,350000.0,4000.0,569000.0,300.5,1786,367,"
2"
234639,Sondre Solholm Johansen,Norway,24,Mjøndalen IF,2017 ~ 2021,190.5,88.0,CB,CB,Right,62,69,Fodder,7,375000.0,700.0,544000.0,172.0,1392,299,"
1"
246415,Noah Fadiga,Belgium,20,Heracles Almelo,2020 ~ 2023,188.0,77.1,RB,LM,Left,62,73,Starter,11,475000.0,1000.0,784000.0,262.5,1659,366,"
2"
251535,Alexis Guendouz,France,24,AS Saint-Étienne,2017 ~ 2021,188.0,88.9,GK,GK,Left,62,69,Fodder,7,325000.0,3000.0,715000.0,69.5,929,349,"
2"
256399,Shaquill Sno,Netherlands,24,Aalesunds FK,2020 ~ 2022,175.3,69.9,RB,RWB,Right,62,68,Fodder,6,375000.0,750.0,544000.0,259.5,1651,363,"
2"
257423,Armando Escobar,Mexico,26,Club Atlas,2020 ~ 2024,172.7,68.9,LB,LB,Left,62,63,Fodder,1,300000.0,2000.0,533000.0,222.0,1484,317,"
1"
222864,Jack Rose,England,25,Walsall,2020 ~ 2022,190.5,74.8,GK,GK,Right,62,68,Fodder,6,300000.0,2000.0,585000.0,89.5,1042,349,"
5"
239504,Josh Gordon,England,25,Walsall,2018 ~ 2021,177.8,69.9,ST RM,ST,Right,62,66,Fodder,4,400000.0,3000.0,730000.0,278.5,1786,384,"
4"
241809,Turki Al Ammar,Saudi Arabia,20,Al Shabab,2015 ~ 2024,172.7,68.0,CM CAM CDM,RM,Right,62,76,Starter,14,650000.0,4000.0,1500000.0,251.5,1604,354,"
6"
244881,Nair Tiknizyan,Russia,21,PFC CSKA Moscow,2016 ~ 2025,180.3,74.8,LM LB,LM,Left,62,75,Starter,13,575000.0,5000.0,1300000.0,274.5,1582,347,"
2"
245393,Vangelis Theocharis,Greece,21,Panathinaikos FC,2014 ~ 2022,180.3,68.0,RB CB RM,CDM,Right,62,70,Fodder,8,400000.0,500.0,960000.0,242.0,1592,340,"
3"
230290,Deniro Rubens Prestes Cadete,Brazil,20,Ceará Sporting Club,2019 ~ 2023,188.0,82.1,ST,ST,Right,62,62,Fodder,0,350000.0,2000.0,665000.0,258.5,1530,313,"
2"
240786,Ali Koiki,England,20,Burnley,2017 ~ 2023,188.0,81.2,LB,LB,Left,62,74,Starter,12,500000.0,6000.0,1100000.0,263.0,1647,365,"
25"
254610,Carlos Torres,Venezuela,31,Llaneros de Guanare,2017 ~ 2024,165.1,64.0,LB,LB,Left,62,62,Fodder,0,220000.0,500.0,473000.0,239.5,1463,320,"
1"
258194,Diego Duarte,Paraguay,18,Olimpia Asunción,2017 ~ 2024,175.3,78.0,ST,ST,Left,62,79,Starter,17,625000.0,500.0,1800000.0,272.5,1500,324,"
6"
171923,Sam Foley,Republic of Ireland,33,St. Mirren,2019 ~ 2021,182.9,73.9,CM,RM,Right,62,62,Fodder,0,180000.0,2000.0,315000.0,293.0,1743,374,"
4"
247187,Jose Francisco dos Santos Junior,Brazil,21,FC Midtjylland,2019 ~ 2023,190.5,79.8,ST,ST,Right,62,74,Starter,12,550000.0,4000.0,825000.0,248.0,1584,348,"
6"
192915,Othoniel Arce,Mexico,30,Melgar FBC,2020 ~ 2023,188.0,77.1,ST,ST,Left,62,62,Fodder,0,300000.0,500.0,645000.0,300.0,1580,330,"
1"
221844,Puliang Shao,China PR,30,Shijiazhuang Ever Bright F.C.,2016 ~ 2020,188.0,79.8,GK,GK,Right,62,62,Fodder,0,200000.0,1000.0,310000.0,107.0,1091,338,"
1"
224916,Nicolas Royon,Uruguay,29,Nacional Potosí,2020 ~ 2025,175.3,73.0,ST,ST,Right,62,62,Fodder,0,300000.0,500.0,645000.0,284.0,1606,335,"
2"
243604,Juan Cruz Diaz Esposito,Spain,20,Málaga CF,2017 ~ 2021,175.3,68.0,LM CAM RM,LM,Left,62,76,Starter,14,675000.0,2000.0,1500000.0,290.5,1547,330,"
8"
179860,Reuben Reid,England,31,Cheltenham Town,2019 ~ 2021,182.9,77.1,ST,ST,Right,62,62,Fodder,0,275000.0,3000.0,481000.0,270.5,1588,348,"
2"
187796,Kristian Dennis,England,30,St. Mirren,2020 ~ 2022,180.3,74.8,ST,ST,Left,62,62,Fodder,0,300000.0,2000.0,525000.0,272.0,1665,350,"
2"
225685,Erwin Koffi,Ivory Coast,25,Pau FC,2020 ~ 2021,175.3,68.0,RB RM,RB,Right,62,67,Fodder,5,350000.0,1000.0,639000.0,277.5,1709,372,"
2"
232085,Mathias Bringaker,Norway,23,IK Start,2018 ~ 2020,177.8,73.0,ST RM,ST,Right,62,70,Fodder,8,450000.0,850.0,653000.0,267.0,1581,346,"
2"
235157,Christoph Daferner,Germany,22,SG Dynamo Dresden,2020 ~ 2023,188.0,82.1,ST,ST,Right,62,69,Fodder,7,425000.0,2000.0,701000.0,246.0,1411,308,"
4"
234902,Kwadwo Duah,Switzerland,23,FC St. Gallen,2020 ~ 2022,185.4,78.9,ST LW RW,RM,Right,62,71,Starter,9,475000.0,3000.0,784000.0,279.0,1645,363,"
7"
258454,Ibraima Jose Barry Perez,Spain,18,CD Tenerife,2020 ~ 2024,177.8,71.2,CM,CM,Right,62,80,Starter,18,625000.0,700.0,1400000.0,283.0,1692,361,"
6"
240791,Marcos Lavin Rodriguez,Spain,23,FC Voluntari,2020 ~ 2022,190.5,78.9,GK,GK,Right,62,70,Fodder,8,350000.0,950.0,543000.0,71.0,949,333,"
2"
207768,Luis Nery Caballero,Paraguay,30,Sportivo Luqueño,2019 ~ 2024,175.3,73.9,ST,ST,Right,62,62,Fodder,0,300000.0,500.0,645000.0,284.5,1570,325,"
1"
225432,Daniele Sommariva,Italy,22,AC Monza,2020 ~ 2025,185.4,76.2,GK,GK,Right,62,69,Fodder,7,325000.0,650.0,585000.0,97.5,1101,347,"
2"
231320,Jose Maria Amo Torres,Spain,22,SD Ponferradina,2020 ~ 2022,180.3,74.8,CB,CB,Right,62,72,Starter,10,450000.0,2000.0,788000.0,266.5,1535,321,"
5"
172952,Toumani Diagouraga,France,33,Morecambe,2020 ~ 2021,188.0,72.1,CM CDM,CDM,Right,62,62,Fodder,0,180000.0,2000.0,315000.0,288.0,1659,361,"
4"
242584,Yosuke Akiyama,Japan,25,Nagoya Grampus,2017 ~ 2021,172.7,69.9,LB LM,LM,Left,62,66,Fodder,4,350000.0,1000.0,464000.0,280.5,1670,360,"
4"
245400,Ji Hyun Kim,Korea Republic,23,Gangwon FC,2018 ~ 2023,182.9,79.8,ST RW,ST,Left,62,69,Fodder,7,425000.0,2000.0,616000.0,276.0,1548,343,"
2"
251032,Nassim Ouammou,France,27,Rodez Aveyron Football,2019 ~ 2021,180.3,73.0,LWB CM,LM,Left,62,63,Fodder,1,300000.0,1000.0,548000.0,277.5,1612,352,"
1"
257432,Nico Kla,Germany,23,Eintracht Braunschweig,2020 ~ 2021,188.0,79.8,CB LB,CB,Left,62,71,Starter,9,425000.0,2000.0,744000.0,209.5,1442,312,"
3"
220057,Harry Lennon,England,25,Southend United,2018 ~ 2021,190.5,77.1,CB,CB,Left,62,66,Fodder,4,350000.0,2000.0,639000.0,200.5,1440,317,"
12"
251289,Thomas Keller,Germany,20,FC Ingolstadt 04,2019 ~ 2022,185.4,79.8,CB CDM RM,CB,Right,62,72,Starter,10,450000.0,1000.0,743000.0,165.0,1328,286,"
4"
253849,Dennis Corozo,Ecuador,32,Delfín SC,2017 ~ 2020,190.5,103.9,GK,GK,Right,62,62,Fodder,0,180000.0,500.0,387000.0,66.0,924,340,"
1"
222618,Sang Won Kim,Korea Republic,28,Pohang Steelers,2020 ~ 2025,175.3,68.9,LB LM,LB,Left,62,62,Fodder,0,250000.0,2000.0,313000.0,261.0,1694,360,"
2"
233114,Joe Riley,England,23,Carlisle United,2020 ~ 2021,182.9,71.2,RB RWB,RB,Right,62,67,Fodder,5,350000.0,2000.0,639000.0,264.0,1636,347,"
5"
239258,Emmanuel Banda,Zambia,22,Djurgårdens IF,2020 ~ 2022,177.8,73.0,CAM CM,CAM,Left,62,69,Fodder,7,425000.0,1000.0,616000.0,305.5,1738,357,"
3"
254618,Facundo Silvera,Uruguay,23,River Plate Montevideo,2017 ~ 2022,172.7,73.0,LB LWB,LB,Left,62,69,Fodder,7,375000.0,500.0,881000.0,234.5,1486,320,"
1"
165787,Jorge Ortiz,Argentina,36,Patronato,2020 ~ 2021,180.3,73.9,CM CDM,CM,Right,62,62,Fodder,0,100000.0,2000.0,145000.0,291.5,1770,368,"
3"
238491,Aramide Oteh,England,21,Queens Park Rangers,2017 ~ 2021,175.3,73.0,ST,ST,Right,62,73,Starter,11,525000.0,2000.0,1100000.0,246.0,1498,333,"
13"
244891,Mateusz Zyro,Poland,21,Stal Mielec,2020 ~ 2022,188.0,83.0,CB,CB,Right,62,74,Starter,12,500000.0,650.0,775000.0,185.0,1401,304,"
2"
252571,Lewis Smith,Scotland,20,Hamilton Academical FC,2018 ~ 2022,175.3,66.2,RM,RM,Right,62,78,Starter,16,675000.0,1000.0,1600000.0,262.5,1493,325,"
13"
257179,Goncalo Bernardo Inacio,Portugal,18,Sporting CP,2019 ~ 2025,185.4,79.8,CB,CB,Left,62,75,Starter,13,500000.0,600.0,1300000.0,194.5,1428,310,"
10"
252316,Hjalmar Ekdal,Sweden,21,IK Sirius,"Dec 31, 2020 On Loan",188.0,76.2,CB,CB,Right,62,71,Starter,9,425000.0,650.0,0.0,197.0,1381,302,"
4"
254876,Shun Yoshida,Japan,23,Oita Trinita,2020 ~ 2021,182.9,83.0,GK,GK,Right,62,68,Fodder,6,325000.0,600.0,471000.0,60.0,962,340,"
1"
208797,Luke Gambin,Malta,27,Colchester United,2019 ~ 2021,167.6,69.9,CAM LM CM,CAM,Left,62,63,Fodder,1,350000.0,3000.0,639000.0,271.5,1563,326,"
6"
220573,Micha Jakobowski,Poland,27,Warta Poznań,2019 ~ 2022,170.2,64.9,LM,LM,Left,62,62,Fodder,0,325000.0,1000.0,439000.0,283.5,1586,334,"
1"
224413,Nicolas Giraldo,Colombia,27,América de Cali,2020 ~ 2020,175.3,64.0,LB RB,LB,Right,62,63,Fodder,1,300000.0,500.0,443000.0,245.5,1616,345,"
1"
252573,Aleksa Terzic,Serbia,20,Empoli,2019 ~ 2023,182.9,69.9,LB,LB,Left,62,75,Starter,13,525000.0,600.0,1100000.0,232.5,1528,329,"
4"
253597,Juan Pablo Rioja,Bolivia,32,Nacional Potosí,2019 ~ 2024,177.8,78.0,CB,CB,Right,62,62,Fodder,0,190000.0,500.0,409000.0,182.0,1360,298,"
1"
255389,Benny Diaz,United States,21,Club Tijuana,2020 ~ 2024,188.0,83.0,GK,GK,Right,62,70,Fodder,8,350000.0,2000.0,665000.0,69.0,923,330,"
5"
231582,Nicholas D'Agostino,Australia,22,Perth Glory,2019 ~ 2021,175.3,77.1,ST,ST,Right,62,70,Fodder,8,450000.0,2000.0,653000.0,282.5,1657,357,"
3"
237470,Dan Casey,Republic of Ireland,22,Bohemian FC,2019 ~ 2020,182.9,84.8,CB,CB,Right,62,72,Starter,10,450000.0,550.0,788000.0,202.0,1419,305,"
4"
238238,Jan-Marc Schneider,Germany,26,SSV Jahn Regensburg,2019 ~ 2021,180.3,78.9,ST CM,ST,Right,62,65,Fodder,3,375000.0,3000.0,609000.0,259.0,1560,343,"
1"
252318,Raffael Behounek,Austria,23,WSG Tirol,2020 ~ 2024,188.0,79.8,CB,CB,Right,62,69,Fodder,7,375000.0,2000.0,619000.0,193.0,1421,311,"
3"
252574,Diego Zivulic,Croatia,28,Śląsk Wrocław,2019 ~ 2021,188.0,86.2,CDM CB,CDM,Right,62,63,Fodder,1,300000.0,2000.0,428000.0,270.5,1730,365,"
1"
233375,Darragh Leahy,Republic of Ireland,22,Dundalk,2019 ~ 2021,185.4,72.1,LB,LB,Left,62,73,Starter,11,475000.0,650.0,831000.0,274.0,1648,350,"
5"
244639,Jonathan Suarez,United States,23,U.N.A.M.,2020 ~ 2023,177.8,76.2,RM,RM,Right,62,70,Fodder,8,450000.0,2000.0,855000.0,280.0,1516,337,"
5"
203424,Elliott Whitehouse,England,26,Forest Green Rovers,2020 ~ 2022,180.3,79.8,CM CAM,ST,Right,62,64,Fodder,2,350000.0,4000.0,639000.0,273.0,1778,377,"
6"
222624,Yuefeng Bai,China PR,33,Tianjin TEDA FC,2009 ~ 2020,180.3,73.9,RB,RB,Right,62,62,Fodder,0,140000.0,3000.0,217000.0,258.0,1641,356,"
1"
254368,Luis Arce,Ecuador,26,LDU Quito,2020 ~ 2021,175.3,68.0,CDM,CDM,Right,62,65,Fodder,3,350000.0,500.0,796000.0,241.0,1555,342,"
2"
258464,Luka Lochoshvili,Georgia,22,Wolfsberger AC,2020 ~ 2022,190.5,84.8,CB LB,CB,Left,62,69,Fodder,7,375000.0,3000.0,619000.0,176.0,1339,302,"
1"
246433,Karl Soderstrom,Sweden,34,Falkenbergs FF,2018 ~ 2021,182.9,74.8,RM RWB,RM,Right,62,62,Fodder,0,150000.0,750.0,188000.0,266.5,1573,344,"
1"
251041,Cornel Dinu,Romania,31,Chindia Târgovişte,2011 ~ 2024,175.3,69.9,CB LB,CB,Left,62,62,Fodder,0,230000.0,1000.0,311000.0,231.0,1546,335,"
1"
255393,Mario Rodriguez Ruiz,Spain,23,Warta Poznań,2020 ~ 2022,175.3,64.9,LM RM,LM,Left,62,70,Fodder,8,450000.0,900.0,698000.0,256.0,1474,322,"
2"
211618,Dominik Starkl,Austria,26,FC Admira Wacker Mödling,2016 ~ 2021,175.3,69.9,ST LM RM,ST,Right,62,64,Fodder,2,375000.0,3000.0,572000.0,288.0,1673,357,"
1"
216226,Alex Kenyon,England,27,Morecambe,2013 ~ 2021,182.9,76.2,CDM CM,CDM,Left,62,63,Fodder,1,300000.0,2000.0,548000.0,256.0,1661,355,"
4"
221346,Martin Samuelsen,Norway,23,Hull City,2020 ~ 2022,188.0,72.1,ST RM CAM,CAM,Right,62,70,Fodder,8,450000.0,2000.0,878000.0,282.0,1547,340,"
5"
224418,Samuel Kari Frijonsson,Iceland,24,Viking FK,2020 ~ 2022,185.4,76.2,CM CDM CAM,CM,Right,62,69,Fodder,7,425000.0,900.0,616000.0,288.5,1724,364,"
8"
236706,Pontus Almqvist,Sweden,20,IFK Norrköping,2016 ~ 2023,177.8,67.1,RW ST,CAM,Left,62,75,Starter,13,575000.0,1000.0,1100000.0,262.0,1547,338,"
7"
250786,Ben Jackson,England,19,Huddersfield Town,2019 ~ 2022,177.8,73.0,LB RB,LB,Left,62,77,Starter,15,600000.0,3000.0,1500000.0,218.0,1496,330,"
16"
255138,Vlad Morar,Romania,26,UTA Arad,2020 ~ 2022,182.9,78.0,ST,ST,Right,62,63,Fodder,1,375000.0,2000.0,534000.0,238.5,1478,315,"
1"
228771,Juan Mosquera,Colombia,23,Clube Sport Marítimo,2020 ~ 2021,175.3,74.8,CDM,CDM,Right,62,70,Fodder,8,400000.0,2000.0,920000.0,225.5,1574,334,"
2"
210852,Panagiotis Deligiannidis,Greece,23,Sepsi OSK,2020 ~ 2021,180.3,77.1,RB LB,RM,Right,62,68,Fodder,6,375000.0,2000.0,581000.0,272.5,1687,374,"
1"
237732,Odysseus Velanas,Netherlands,22,FC Utrecht,2017 ~ 2022,180.3,69.9,CAM LW CM,CAM,Right,62,71,Starter,9,475000.0,3000.0,808000.0,289.5,1609,349,"
4"
246436,Kyung Gun Mun,Korea Republic,25,Oita Trinita,2015 ~ 2021,188.0,81.2,GK,GK,Right,62,65,Fodder,3,275000.0,700.0,364000.0,73.5,1002,344,"
2"
248484,Nathan Collins,Republic of Ireland,19,Stoke City,2018 ~ 2024,193.0,81.2,CB,CB,Right,62,81,Elite,19,600000.0,3000.0,1500000.0,189.5,1381,312,"
64"
253348,Anthony Landazuri,Ecuador,23,Independiente del Valle,2016 ~ 2022,177.8,73.0,RB CB,CB,Right,62,69,Fodder,7,375000.0,500.0,900000.0,215.5,1525,340,"
2"
213413,Lawrence Vigouroux,Chile,26,Leyton Orient,2020 ~ 2021,193.0,77.1,GK,GK,Right,62,65,Fodder,3,275000.0,2000.0,502000.0,90.5,1080,355,"
14"
225189,Simone Bastoni,Italy,23,Spezia,2014 ~ 2022,180.3,73.9,LB,LM,Left,62,70,Fodder,8,400000.0,500.0,960000.0,289.5,1696,355,"
3"
242085,Matty Virtue,England,23,Blackpool,2019 ~ 2021,175.3,66.2,CM CDM,CM,Right,62,70,Fodder,8,450000.0,2000.0,878000.0,262.0,1718,364,"
6"
247205,Lukas Hrosso,Slovakia,33,Cracovia,2019 ~ 2022,195.6,91.2,GK,GK,Left,62,62,Fodder,0,160000.0,2000.0,216000.0,78.0,913,323,"
3"
248485,Hoon Sung Jung,Korea Republic,26,Ulsan Hyundai FC,2020 ~ 2024,172.7,69.9,RM,RM,Right,62,63,Fodder,1,350000.0,2000.0,481000.0,254.5,1424,307,"
1"
251045,Vadim Rata,Moldova,27,Chindia Târgovişte,2019 ~ 2024,172.7,64.0,CM,CDM,Right,62,63,Fodder,1,350000.0,1000.0,499000.0,279.0,1776,370,"
1"
255653,Jacson Pita,Ecuador,24,Sol de América,2020 ~ 2024,188.0,78.0,ST,ST,Right,62,66,Fodder,4,400000.0,500.0,890000.0,245.0,1394,300,"
1"
257957,Marco Rente,Germany,23,Heracles Almelo,2020 ~ 2023,185.4,83.9,CB,CB,Right,62,68,Fodder,6,375000.0,1000.0,619000.0,204.0,1470,323,"
4"
236710,Tristan Nydam,England,20,Ipswich Town,2016 ~ 2021,170.2,59.9,CM,LM,Left,62,73,Starter,11,525000.0,2000.0,1000000.0,267.5,1710,371,"
13"
233383,Paul Kalambayi,England,20,AFC Wimbledon,2016 ~ 2021,182.9,79.8,CB,CB,Right,62,74,Starter,12,500000.0,1000.0,975000.0,178.5,1369,311,"
12"
240807,Oli Shaw,Scotland,22,Ross County FC,2020 ~ 2022,188.0,72.1,ST,ST,Right,62,73,Starter,11,525000.0,2000.0,1000000.0,255.0,1444,309,"
6"
242599,Rune Frantsen,Denmark,28,AC Horsens,2018 ~ 2021,182.9,76.2,ST RB,RW,Right,62,62,Fodder,0,325000.0,3000.0,406000.0,276.5,1711,375,"
2"
244647,Jesus Rodriguez Ortuno,Spain,22,Granada CF,2019 ~ 2021,172.7,64.9,LW CAM,LM,Left,62,72,Starter,10,500000.0,4000.0,1200000.0,281.5,1517,320,"
4"
220328,Sylvanus Nimely,Liberia,21,Spartak Moscow,2017 ~ 2021,177.8,74.8,ST,ST,Right,62,73,Starter,11,525000.0,7000.0,945000.0,261.0,1581,346,"
4"
220584,Viljar Myhra,Norway,23,Strømsgodset IF,2019 ~ 2023,193.0,93.9,GK,GK,Right,62,70,Fodder,8,350000.0,700.0,508000.0,94.5,1114,349,"
2"
176296,Tae Youn Kim,Korea Republic,33,GwangJu FC,2018 ~ 2025,182.9,78.9,CB,CB,Right,62,62,Fodder,0,140000.0,1000.0,175000.0,246.5,1569,335,"
1"
242856,Efrain Alvarez,Mexico,18,LA Galaxy,2018 ~ 2023,172.7,68.0,RM CAM,CAM,Left,62,79,Starter,17,625000.0,550.0,1300000.0,286.0,1536,323,"
56"
216746,Micha Koj,Poland,26,Górnik Zabrze,2017 ~ 2021,188.0,81.2,LB CB,CB,Right,62,63,Fodder,1,300000.0,1000.0,428000.0,245.0,1574,334,"
1"
224426,Nicolas Burgy,Switzerland,24,BSC Young Boys,2013 ~ 2023,185.4,78.9,CB,CB,Right,62,69,Fodder,7,375000.0,3000.0,638000.0,200.5,1388,293,"
3"
227754,Seon Woo Kim,Korea Republic,27,Sangju Sangmu FC,2018 ~ 2025,175.3,62.1,CM CDM,CM,Right,62,63,Fodder,1,350000.0,950.0,464000.0,255.0,1680,348,"
2"
242090,Ola Solbakken,Norway,21,FK Bodø/Glimt,2020 ~ 2022,185.4,78.9,LW RW,LM,Left,62,71,Starter,9,475000.0,950.0,689000.0,255.5,1542,343,"
4"
242346,Diego Becker,Argentina,22,Club Atlético Tigre,2020 ~ 2023,170.2,66.2,LM RM,LM,Left,62,73,Starter,11,525000.0,3000.0,866000.0,268.5,1613,342,"
1"
243882,Johannes Dorfler,Germany,23,SC Paderborn 07,2019 ~ 2021,185.4,79.8,RM,RM,Right,62,67,Fodder,5,400000.0,3000.0,670000.0,252.5,1584,359,"
3"
246442,Naoya Fukumori,Japan,27,Shimizu S-Pulse,2019 ~ 2022,182.9,78.9,CB,CB,Left,62,63,Fodder,1,300000.0,950.0,398000.0,219.0,1489,330,"
1"
257706,Sebastian Martinez,Mexico,19,Guadalajara,2020 ~ 2022,175.3,77.1,CAM CF,CAM,Right,62,76,Starter,14,650000.0,4000.0,1500000.0,289.0,1576,334,"
11"
216235,Sebastien Flochon,France,27,FC Chambly Oise,2018 ~ 2021,180.3,77.1,CDM CM,CDM,Right,62,64,Fodder,2,325000.0,1000.0,593000.0,250.0,1589,340,"
2"
245419,Joan Monterde Raygal,Spain,22,Levante UD,2018 ~ 2021,167.6,59.9,CAM RM,CAM,Right,62,73,Starter,11,525000.0,4000.0,1200000.0,281.0,1513,325,"
4"
184491,Joe Widdowson,England,31,Leyton Orient,2017 ~ 2021,182.9,77.1,LB,LB,Left,62,62,Fodder,0,220000.0,3000.0,385000.0,204.0,1508,334,"
2"
200876,Guillaume Gigliotti,France,30,Chievo Verona,2020 ~ 2024,180.3,72.1,CB,CB,Left,62,62,Fodder,0,250000.0,800.0,388000.0,260.5,1686,360,"
1"
207789,Zhizhao Chen,China PR,32,Guangzhou R&F FC,2016 ~ 2020,170.2,66.2,CM CAM LW,CAM,Right,62,62,Fodder,0,230000.0,3000.0,357000.0,292.0,1718,358,"
1"
208813,George Williams,Wales,24,Grimsby Town,2020 ~ 2022,172.7,73.0,ST LM,RM,Right,62,67,Fodder,5,400000.0,2000.0,730000.0,300.5,1686,354,"
6"
252077,Bryan Alceus,Haiti,24,Gaz Metan Mediaş,2020 ~ 2023,175.3,74.8,CDM,CDM,Right,62,68,Fodder,6,375000.0,2000.0,581000.0,249.0,1580,337,"
1"
213678,Kieran O'Hara,Republic of Ireland,24,Burton Albion,2020 ~ 2022,190.5,78.0,GK,GK,Right,62,70,Fodder,8,350000.0,1000.0,683000.0,84.0,1093,348,"
5"
232110,Thomas Glover,Australia,22,Melbourne City FC,2019 ~ 2021,190.5,89.8,GK,GK,Right,62,72,Starter,10,375000.0,2000.0,544000.0,72.5,926,333,"
2"
209071,Yasyn Hamza,Saudi Arabia,29,Al Wehda,2019 ~ 2021,182.9,74.8,CB,CB,Right,62,62,Fodder,0,250000.0,4000.0,413000.0,265.5,1694,360,"
1"
223407,Muslim Al Furayj,Saudi Arabia,32,Al Fayha,2017 ~ 2021,188.0,74.8,GK,GK,Right,62,62,Fodder,0,180000.0,3000.0,297000.0,92.0,1109,350,"
1"
228783,Ali Lajami,Saudi Arabia,24,Al Nassr,2020 ~ 2025,177.8,74.8,CB,CB,Right,62,71,Starter,9,425000.0,5000.0,808000.0,244.0,1646,360,"
2"
247216,Yuta Higuchi,Japan,23,Sagan Tosu,2019 ~ 2021,167.6,64.9,RM CM,CM,Right,62,67,Fodder,5,400000.0,900.0,530000.0,248.5,1605,349,"
1"
256688,Cameron Puertas,Switzerland,21,FC Lausanne-Sport,2018 ~ 2023,177.8,77.1,CM CDM,RM,Right,62,70,Fodder,8,450000.0,3000.0,743000.0,292.0,1706,373,"
4"
247985,Lucian Dumitriu,Romania,27,Academica Clinceni,2020 ~ 2022,177.8,73.0,CM CAM,CAM,Right,62,62,Fodder,0,300000.0,1000.0,405000.0,280.0,1678,367,"
1"
252593,Patrick Vroegh,Netherlands,20,Vitesse,2019 ~ 2023,175.3,67.1,CM CDM,CM,Left,62,74,Starter,12,525000.0,3000.0,893000.0,279.5,1640,344,"
5"
191409,Naif Hazazi,Saudi Arabia,31,Al Adalah,2020 ~ 2023,182.9,78.0,ST,ST,Right,62,62,Fodder,0,275000.0,4000.0,454000.0,294.0,1569,324,"
2"
234162,Benedikt Kirsch,Germany,24,Türkgücü München,2019 ~ 2021,177.8,77.1,CM,CDM,Right,62,69,Fodder,7,425000.0,950.0,701000.0,272.0,1692,362,"
1"
241842,Ben Johnson,England,20,West Ham United,2017 ~ 2022,180.3,69.9,RB LB,RB,Right,62,78,Starter,16,625000.0,4000.0,1600000.0,237.5,1544,326,"
41"
247730,Daiki Matsuoka,Japan,19,Sagan Tosu,2019 ~ 2023,170.2,64.9,CM RM,CM,Right,62,72,Starter,10,475000.0,550.0,689000.0,272.0,1660,349,"
3"
253362,Bryan Ona,Ecuador,26,Universidad Católica del Ecuador,2019 ~ 2024,177.8,68.0,RW,RM,Right,62,63,Fodder,1,350000.0,500.0,779000.0,275.0,1535,329,"
2"
240563,Dimitrios Emmanouilidis,Greece,19,Panathinaikos FC,2017 ~ 2022,175.3,71.2,RM LM,RW,Right,62,76,Starter,14,650000.0,500.0,1800000.0,244.0,1432,312,"
4"
242611,Kristofer Kristinsson,Iceland,21,PSV,"Jun 30, 2021 On Loan",190.5,71.2,ST,CAM,Left,62,72,Starter,10,500000.0,3000.0,0.0,292.5,1597,345,"
11"
247219,Kwame Kizito,Ghana,23,Falkenbergs FF,2020 ~ 2021,188.0,78.9,ST,ST,Right,62,67,Fodder,5,400000.0,750.0,530000.0,239.5,1423,311,"
2"
120243,Pier Graziano Gori,Italy,40,Benevento,2018 ~ 2021,188.0,83.0,GK,GK,Right,62,62,Fodder,0,30000.0,1000.0,54000.0,97.0,1110,339,"
3"
218292,David Djigla,Benin,24,Chamois Niortais Football Club,2015 ~ 2021,175.3,73.0,LM,LM,Right,62,63,Fodder,1,375000.0,1000.0,684000.0,291.0,1676,356,"
3"
225972,Jorge Henriquez,Chile,26,Audax Italiano,2017 ~ 2025,175.3,73.0,CM CAM,RM,Right,62,64,Fodder,2,350000.0,1000.0,499000.0,292.5,1699,366,"
2"
230068,Demeaco Duhaney,England,21,Huddersfield Town,2018 ~ 2021,180.3,69.9,RB LB,RB,Right,62,74,Starter,12,500000.0,3000.0,1100000.0,230.5,1543,336,"
8"
235700,Jordan Green,England,25,Southend United,"Jan 1, 2021 On Loan",167.6,72.1,RM ST,RM,Right,62,64,Fodder,2,375000.0,3000.0,0.0,265.5,1601,346,"
7"
